,user_id,ts,ab,landing_page,converted
1932,6892255694,1356999319.0,treatment,new_page,0
1930,7721111344,1356999319.0,treatment,new_page,1
1931,5855991736,1356999319.0,treatment,new_page,0
1933,8147192325,1356999319.0,control,old_page,0
1935,7784249308,1356999320.0,treatment,new_page,0
1934,8835597914,1356999320.0,treatment,new_page,0
1939,3674297326,1356999321.0,control,old_page,0
1938,157658937,1356999321.0,control,old_page,0
1936,3911480552,1356999321.0,treatment,new_page,0
1937,6081347058,1356999321.0,treatment,new_page,1
1940,1144053480,1356999322.0,control,old_page,0
1941,534828980,1356999322.0,control,old_page,1
1942,3193321906,1356999323.0,treatment,new_page,0
1943,3026228321,1356999323.0,control,old_page,0
1944,5583051697,1356999325.0,control,old_page,1
1945,3546555215,1356999325.0,control,old_page,0
1946,2916331522,1356999325.0,control,old_page,1
1947,950591606,1356999325.0,control,old_page,0
1948,548369437,1356999326.0,treatment,new_page,1
1949,1354546021,1356999326.0,treatment,new_page,0
1950,9388221675,1356999327.0,treatment,new_page,1
1951,2145261883,1356999327.0,control,old_page,0
1952,7036895186,1356999327.0,control,old_page,1
1953,3637580508,1356999327.0,control,old_page,0
1954,4827616508,1356999327.0,control,old_page,0
1956,5652770759,1356999328.0,control,old_page,0
1955,1422078186,1356999328.0,treatment,new_page,0
1957,4056214639,1356999328.0,control,old_page,0
1962,9903003185,1356999329.0,control,old_page,0
1961,3792516058,1356999329.0,control,old_page,0
1959,330244943,1356999329.0,treatment,new_page,0
1960,2104834397,1356999329.0,treatment,new_page,0
1958,1631178984,1356999329.0,treatment,new_page,0
1963,6799898886,1356999330.0,treatment,new_page,0
1964,8072675089,1356999330.0,treatment,new_page,0
1965,8503054841,1356999330.0,control,old_page,1
1966,2353813951,1356999331.0,treatment,new_page,0
1967,2166208860,1356999332.0,treatment,new_page,0
1968,9552792881,1356999332.0,control,old_page,0
1970,7525386959,1356999333.0,treatment,new_page,0
1971,5770735580,1356999333.0,treatment,new_page,0
1969,9715398217,1356999333.0,treatment,new_page,0
1972,6726164541,1356999334.0,treatment,new_page,0
1973,3049014544,1356999335.0,control,old_page,0
1974,8855236969,1356999335.0,control,old_page,0
1975,2075184195,1356999335.0,control,old_page,0
1976,6630262001,1356999336.0,control,old_page,0
1977,2470534891,1356999337.0,control,old_page,0
1978,6866263335,1356999337.0,control,old_page,0
1981,7606231819,1356999338.0,treatment,new_page,0
1979,3964452662,1356999338.0,treatment,new_page,0
1980,739414820,1356999338.0,treatment,new_page,0
1984,7606231819,1356999339.0,treatment,old_page,1
1983,4982597542,1356999339.0,control,old_page,0
1982,2128624893,1356999339.0,control,old_page,0
1985,8596262834,1356999340.0,treatment,new_page,0
1986,7599879908,1356999340.0,treatment,new_page,0
1987,6084070348,1356999340.0,control,old_page,0
1988,9952434618,1356999340.0,treatment,new_page,0
1989,4291904585,1356999341.0,treatment,new_page,0
1990,3153547270,1356999341.0,treatment,new_page,0
1991,385059516,1356999341.0,treatment,new_page,0
1992,9324677482,1356999341.0,control,old_page,0
1993,9952434618,1356999341.0,treatment,old_page,0
1996,9563374887,1356999343.0,control,old_page,0
1994,8079581703,1356999343.0,treatment,new_page,0
1995,7930123322,1356999343.0,treatment,new_page,0
1997,4439475075,1356999346.0,treatment,new_page,0
1998,6749668054,1356999346.0,control,old_page,1
1999,1858692383,1356999348.0,treatment,new_page,0
2000,9945919213,1356999348.0,treatment,new_page,0
2001,2296214746,1356999348.0,control,old_page,1
2002,4165278806,1356999348.0,control,old_page,0
2003,3784373638,1356999348.0,control,old_page,0
2004,1707311643,1356999349.0,treatment,new_page,0
2006,8834687762,1356999350.0,control,old_page,0
2005,5164286403,1356999350.0,control,old_page,0
2007,182199439,1356999351.0,treatment,new_page,0
2008,851611313,1356999352.0,control,old_page,0
2009,9672560620,1356999353.0,treatment,new_page,0
2010,4449890233,1356999353.0,control,old_page,0
2011,2780157190,1356999354.0,treatment,new_page,0
2012,9369481013,1356999354.0,control,old_page,0
2013,9435347088,1356999354.0,control,old_page,0
2017,2501785615,1356999355.0,control,old_page,0
2016,7708913388,1356999355.0,control,old_page,1
2014,9724972751,1356999355.0,treatment,new_page,1
2015,8196499113,1356999355.0,control,old_page,0
2018,6206218356,1356999356.0,treatment,new_page,0
2019,6435977200,1356999356.0,control,old_page,1
2020,3405479719,1356999357.0,treatment,new_page,0
2021,772411381,1356999357.0,treatment,new_page,0
2022,6733783234,1356999357.0,treatment,new_page,0
2024,3270028930,1356999358.0,control,old_page,0
2023,1732629822,1356999358.0,treatment,new_page,1
2028,9482480309,1356999360.0,control,old_page,0
2027,6429214673,1356999360.0,control,old_page,0
2025,1836589123,1356999360.0,treatment,new_page,0
2026,9741592710,1356999360.0,control,old_page,0
2029,531513290,1356999361.0,treatment,new_page,0
2030,7965064168,1356999361.0,treatment,new_page,0
2031,2631716467,1356999361.0,control,old_page,0
2032,2559102587,1356999361.0,control,old_page,1
2033,9344361234,1356999362.0,treatment,new_page,0
2035,4432299482,1356999363.0,treatment,new_page,0
2034,345002681,1356999363.0,treatment,new_page,1
2036,9884669215,1356999363.0,control,old_page,0
2040,5279981373,1356999364.0,treatment,new_page,0
2039,7222443828,1356999364.0,treatment,new_page,0
2037,682955142,1356999364.0,treatment,new_page,0
2038,3715247014,1356999364.0,treatment,new_page,0
2041,1934661330,1356999365.0,treatment,new_page,0
2045,1340765161,1356999366.0,control,old_page,0
2044,1743856403,1356999366.0,control,old_page,0
2046,840233131,1356999366.0,control,old_page,0
2042,3913418127,1356999366.0,control,old_page,0
2043,4034800609,1356999366.0,control,old_page,0
2047,7564407191,1356999367.0,treatment,new_page,0
2049,1300749660,1356999368.0,control,old_page,0
2048,9348047222,1356999368.0,treatment,new_page,0
2050,1592655503,1356999368.0,control,old_page,0
2051,4477073315,1356999369.0,treatment,new_page,1
2059,8705242383,1356999370.0,control,old_page,0
2058,7883094579,1356999370.0,control,old_page,0
2060,6391465184,1356999370.0,control,old_page,0
2057,7851529683,1356999370.0,control,old_page,0
2053,4670725842,1356999370.0,treatment,new_page,0
2055,5004340734,1356999370.0,treatment,new_page,0
2052,7278417151,1356999370.0,treatment,new_page,0
2056,2649569341,1356999370.0,treatment,new_page,0
2054,9114535882,1356999370.0,treatment,new_page,0
2061,7196146401,1356999371.0,treatment,new_page,0
2062,3923698177,1356999371.0,control,old_page,1
2063,3710291488,1356999372.0,treatment,new_page,0
2064,4559706822,1356999372.0,treatment,new_page,0
2065,273016207,1356999373.0,treatment,new_page,1
2066,4182938274,1356999373.0,control,old_page,0
2069,3050132045,1356999375.0,control,old_page,0
2070,5271082898,1356999375.0,control,old_page,0
2067,7292472576,1356999375.0,treatment,new_page,0
2068,5319381685,1356999375.0,treatment,new_page,0
2071,3809508146,1356999376.0,control,old_page,0
2072,4410136207,1356999376.0,control,old_page,0
2073,1045266257,1356999377.0,treatment,new_page,0
2074,773292156,1356999377.0,control,old_page,0
2075,22763768,1356999377.0,control,old_page,0
2076,7002531854,1356999378.0,treatment,new_page,0
2077,5145307158,1356999378.0,treatment,new_page,0
2078,7692968748,1356999378.0,control,old_page,0
2079,1350384823,1356999379.0,treatment,new_page,0
2081,6449344680,1356999380.0,control,old_page,1
2080,5332001711,1356999380.0,treatment,new_page,0
2082,1943888303,1356999381.0,control,old_page,0
2083,2838014979,1356999382.0,treatment,new_page,1
2084,1272847715,1356999382.0,control,old_page,0
2085,1701288784,1356999383.0,treatment,new_page,0
2086,726400185,1356999383.0,control,old_page,0
2087,7272575679,1356999383.0,control,old_page,0
2088,4845790544,1356999383.0,control,old_page,0
2089,753536939,1356999383.0,control,old_page,1
2091,8002380840,1356999384.0,control,old_page,0
2090,2083023472,1356999384.0,treatment,new_page,0
2092,6107840496,1356999385.0,treatment,new_page,0
2093,3587499869,1356999386.0,treatment,new_page,0
2094,6502043980,1356999387.0,control,old_page,0
2095,9880122493,1356999388.0,treatment,new_page,1
2096,1221610878,1356999389.0,control,old_page,1
2099,2641770279,1356999390.0,control,old_page,0
2097,4201036447,1356999390.0,treatment,new_page,0
2098,5077433249,1356999390.0,control,old_page,0
2102,9345367192,1356999391.0,treatment,new_page,0
2101,3255392588,1356999391.0,treatment,new_page,0
2100,4406761359,1356999391.0,treatment,new_page,0
2103,2849436083,1356999392.0,treatment,new_page,0
2104,1067230888,1356999392.0,treatment,new_page,1
2105,4222213938,1356999392.0,control,old_page,1
2106,1645076396,1356999393.0,treatment,new_page,0
2107,9307826054,1356999393.0,control,old_page,0
2108,9358210026,1356999394.0,control,old_page,0
2109,9976176007,1356999395.0,control,old_page,0
2110,100040799,1356999395.0,control,old_page,1
2111,9870393695,1356999395.0,control,old_page,0
2114,5104269835,1356999396.0,control,old_page,0
2113,4475893402,1356999396.0,control,old_page,0
2112,9043396406,1356999396.0,control,old_page,1
2115,8792769825,1356999397.0,control,old_page,0
2116,553738070,1356999398.0,control,old_page,0
2117,8643750998,1356999399.0,control,old_page,0
2118,3402779084,1356999399.0,control,old_page,0
2119,6989588435,1356999400.0,treatment,new_page,0
2120,4593471675,1356999400.0,treatment,new_page,0
2121,7622513447,1356999400.0,treatment,new_page,0
2122,2163508027,1356999400.0,treatment,new_page,1
2123,1549977295,1356999400.0,control,old_page,0
2126,8931442651,1356999401.0,control,old_page,0
2124,1712322754,1356999401.0,treatment,new_page,0
2125,6916281227,1356999401.0,control,old_page,0
2127,2848319707,1356999402.0,treatment,new_page,0
2128,1405118257,1356999402.0,treatment,new_page,0
2129,360842522,1356999402.0,treatment,new_page,0
2130,5883899380,1356999403.0,control,old_page,0
2131,3973194452,1356999404.0,treatment,new_page,0
2135,2537097677,1356999405.0,control,old_page,0
2132,115009414,1356999405.0,treatment,new_page,1
2133,2453874182,1356999405.0,treatment,new_page,0
2134,2828369949,1356999405.0,treatment,new_page,0
2136,7927073226,1356999405.0,control,old_page,0
2137,3973194452,1356999405.0,treatment,old_page,0
2138,295938507,1356999406.0,treatment,new_page,0
2139,1900044905,1356999407.0,treatment,new_page,0
2140,8480367283,1356999407.0,control,old_page,0
2141,7043751697,1356999408.0,control,old_page,0
2143,7503791265,1356999409.0,control,old_page,0
2142,5998038740,1356999409.0,treatment,new_page,0
2144,5549709785,1356999409.0,control,old_page,0
2149,6322140950,1356999410.0,control,old_page,0
2148,8091034854,1356999410.0,control,old_page,0
2145,7849494740,1356999410.0,treatment,new_page,0
2146,8188312799,1356999410.0,treatment,new_page,0
2147,9278355450,1356999410.0,control,old_page,0
2150,4207715862,1356999411.0,treatment,new_page,0
2151,8988999801,1356999411.0,treatment,new_page,0
2152,9647587382,1356999411.0,treatment,new_page,0
2153,23744453,1356999412.0,treatment,new_page,1
2154,4705173497,1356999412.0,control,old_page,0
2155,8834226853,1356999412.0,control,old_page,0
2156,865496611,1356999413.0,control,old_page,0
2157,7290383684,1356999414.0,control,old_page,0
2162,1206694073,1356999415.0,control,old_page,0
2161,1691207213,1356999415.0,control,old_page,0
2159,8162619674,1356999415.0,treatment,new_page,0
2158,5837055850,1356999415.0,treatment,new_page,0
2160,601683173,1356999415.0,control,old_page,0
2163,2765114002,1356999417.0,treatment,new_page,0
2164,8570682714,1356999417.0,control,old_page,0
2165,7583613878,1356999417.0,control,old_page,0
2167,5684406024,1356999418.0,treatment,new_page,0
2166,7931180792,1356999418.0,treatment,new_page,0
2171,9593090848,1356999419.0,control,old_page,1
2170,4671714448,1356999419.0,control,old_page,0
2169,7105277490,1356999419.0,treatment,new_page,0
2168,2139984674,1356999419.0,treatment,new_page,0
2172,4676710821,1356999420.0,treatment,new_page,0
2173,522097978,1356999420.0,treatment,new_page,0
2174,7524930991,1356999420.0,control,old_page,0
2175,2452423156,1356999421.0,treatment,new_page,0
2176,2808279900,1356999423.0,treatment,new_page,0
2177,3802476518,1356999423.0,control,old_page,1
2178,991927513,1356999425.0,treatment,new_page,0
2179,3481615931,1356999425.0,control,old_page,0
2181,5735361774,1356999426.0,treatment,new_page,0
2180,6825567740,1356999426.0,treatment,new_page,0
2182,9113075200,1356999427.0,treatment,new_page,0
2183,8906214118,1356999427.0,control,old_page,0
2184,5122683169,1356999428.0,control,old_page,0
2185,7932374147,1356999429.0,treatment,new_page,0
2186,9643855565,1356999429.0,control,old_page,1
2187,3404762268,1356999430.0,control,old_page,0
2188,3019499306,1356999430.0,control,old_page,1
2189,381762590,1356999430.0,control,old_page,0
2192,9743796892,1356999431.0,treatment,new_page,0
2191,4343240478,1356999431.0,treatment,new_page,0
2190,4615481221,1356999431.0,treatment,new_page,0
2193,9299360225,1356999432.0,treatment,new_page,0
2194,4006895907,1356999432.0,control,old_page,0
2195,4139851581,1356999432.0,control,old_page,1
2196,3902684138,1356999433.0,control,old_page,0
2197,3076410992,1356999433.0,control,old_page,1
2198,1536567453,1356999433.0,control,old_page,1
2199,9490385670,1356999434.0,treatment,new_page,0
2200,8886038316,1356999434.0,control,old_page,1
2202,7707756129,1356999437.0,treatment,new_page,0
2201,9108596016,1356999437.0,treatment,new_page,0
2203,9148146817,1356999438.0,treatment,new_page,0
2204,7827336304,1356999438.0,treatment,new_page,0
2205,3112263570,1356999438.0,treatment,new_page,0
2206,5784237070,1356999439.0,treatment,new_page,0
2207,7330792050,1356999439.0,treatment,new_page,0
2208,3012081068,1356999439.0,control,old_page,0
2209,6878990284,1356999440.0,treatment,new_page,1
2210,4622389639,1356999440.0,control,old_page,0
2214,4049468539,1356999441.0,control,old_page,0
2213,6705690068,1356999441.0,control,old_page,0
2212,5707674364,1356999441.0,control,old_page,0
2211,6621457001,1356999441.0,treatment,new_page,0
2215,3128068696,1356999442.0,treatment,new_page,1
2216,7053106653,1356999442.0,control,old_page,0
2217,628363930,1356999442.0,control,old_page,0
2218,7815722600,1356999443.0,control,old_page,0
2219,7311520432,1356999443.0,control,old_page,0
2220,2661231551,1356999444.0,treatment,new_page,0
2221,8605082314,1356999445.0,control,old_page,0
2226,1368051514,1356999446.0,control,old_page,0
2225,4466901466,1356999446.0,control,old_page,0
2223,5825491825,1356999446.0,treatment,new_page,0
2222,9887390346,1356999446.0,treatment,new_page,0
2224,9375281974,1356999446.0,treatment,new_page,0
2227,5872896127,1356999447.0,treatment,new_page,1
2228,5777847206,1356999447.0,control,old_page,0
2229,6390286677,1356999447.0,control,old_page,1
2230,5420141304,1356999447.0,control,old_page,0
2231,1775261017,1356999449.0,control,old_page,0
2232,5699457910,1356999449.0,control,old_page,0
2236,2476682723,1356999450.0,control,old_page,0
2235,2394424751,1356999450.0,control,old_page,0
2237,541414109,1356999450.0,control,old_page,0
2233,4699484243,1356999450.0,treatment,new_page,0
2234,6369489720,1356999450.0,treatment,new_page,0
2240,2110950183,1356999451.0,treatment,new_page,0
2239,9345724422,1356999451.0,treatment,new_page,0
2238,4666719120,1356999451.0,treatment,new_page,1
2241,3770841763,1356999452.0,treatment,new_page,0
2242,3706461000,1356999452.0,treatment,new_page,0
2243,2271668380,1356999452.0,control,old_page,0
2244,2534089684,1356999452.0,control,old_page,0
2245,6434353734,1356999453.0,treatment,new_page,1
2246,8498263261,1356999453.0,treatment,new_page,0
2247,1547340369,1356999453.0,control,old_page,0
2249,3978876185,1356999454.0,treatment,new_page,0
2248,7136278420,1356999454.0,treatment,new_page,0
2250,8923293015,1356999455.0,treatment,new_page,0
2251,8833264152,1356999455.0,control,old_page,0
2252,316391112,1356999456.0,treatment,new_page,1
2253,6249761845,1356999457.0,control,old_page,0
2254,164889505,1356999458.0,treatment,new_page,0
2255,9113596284,1356999458.0,control,old_page,0
2256,95797342,1356999459.0,control,old_page,0
2258,2745960124,1356999461.0,treatment,new_page,0
2257,3766006248,1356999461.0,treatment,new_page,0
2259,4841921881,1356999461.0,control,old_page,1
2261,9177179795,1356999462.0,control,old_page,0
2260,4542600962,1356999462.0,treatment,new_page,0
2262,4894913402,1356999463.0,control,old_page,0
2263,6187625465,1356999463.0,control,old_page,0
2264,6481785593,1356999465.0,treatment,new_page,1
2265,9944964049,1356999465.0,control,old_page,1
2266,9709178896,1356999467.0,treatment,new_page,0
